datetime,open,high,low,close,volume,ticker,instrument,expiry,option_type,strike,oi
2020-01-01 09:15:59,1503.75,1510.55,1503.75,1508.05,267491,RELIANCE-EQ,RELIANCE,,,,
2020-01-01 09:16:59,1455.75,1600.55,1100.75,1508.05,267491,RELIANCE-EQ,RELIANCE,,,,
2020-01-01 09:17:59,1503.75,1510.55,1501.75,1508.05,267491,RELIANCE-EQ,RELIANCE,,,,
2020-01-01 09:18:59,1503.75,1510.55,1500.75,1508.05,267491,RELIANCE-EQ,RELIANCE,,,,
2020-01-01 09:19:59,1503.75,1510.55,1503.75,1508.05,267491,RELIANCE-EQ,RELIANCE,,,,
2020-01-01 09:20:59,1508.2,1512.75,1508.05,1510.95,245105,RELIANCE-EQ,RELIANCE,,,,
2020-01-01 09:21:59,1508.2,1512.75,1508.05,1510.95,245105,RELIANCE-EQ,RELIANCE,,,,
2020-01-01 09:22:59,1508.2,1512.75,1508.05,1510.95,245105,RELIANCE-EQ,RELIANCE,,,,
2020-01-01 09:23:59,1508.2,1512.75,1508.05,1510.95,245105,RELIANCE-EQ,RELIANCE,,,,
2020-01-01 09:24:59,1508.2,1512.75,1508.05,1510.95,245105,RELIANCE-EQ,RELIANCE,,,,
2020-01-01 09:25:59,1510.7,1512.05,1509.7,1511.65,114496,RELIANCE-EQ,RELIANCE,,,,
2020-01-01 09:26:59,1510.7,1512.05,1509.7,1511.65,114496,RELIANCE-EQ,RELIANCE,,,,
2020-01-01 09:27:59,1510.7,1512.05,1509.7,1511.65,114496,RELIANCE-EQ,RELIANCE,,,,
2020-01-01 09:28:59,1510.7,1512.05,1509.7,1511.65,114496,RELIANCE-EQ,RELIANCE,,,,
2020-01-01 09:29:59,1510.7,1512.05,1509.7,1511.65,114496,RELIANCE-EQ,RELIANCE,,,,
2020-01-01 09:30:59,1511.3,1511.8,1508.5,1509.2,97135,RELIANCE-EQ,RELIANCE,,,,
2020-01-01 09:31:59,1511.3,1511.8,1508.5,1509.2,97135,RELIANCE-EQ,RELIANCE,,,,
2020-01-01 09:32:59,1511.3,1511.8,1508.5,1509.2,97135,RELIANCE-EQ,RELIANCE,,,,
2020-01-01 09:33:59,1511.3,1511.8,1508.5,1509.2,97135,RELIANCE-EQ,RELIANCE,,,,
2020-01-01 09:34:59,1511.3,1511.8,1508.5,1509.2,97135,RELIANCE-EQ,RELIANCE,,,,
2020-01-01 09:35:59,1508.9,1510.2,1508.7,1509.7,64139,RELIANCE-EQ,RELIANCE,,,,
2020-01-01 09:36:59,1508.9,1510.2,1508.7,1509.7,64139,RELIANCE-EQ,RELIANCE,,,,
2020-01-01 09:37:59,1508.9,1510.2,1508.7,1509.7,64139,RELIANCE-EQ,RELIANCE,,,,
2020-01-01 09:38:59,1508.9,1510.2,1508.7,1509.7,64139,RELIANCE-EQ,RELIANCE,,,,
2020-01-01 09:39:59,1508.9,1510.2,1508.7,1509.7,64139,RELIANCE-EQ,RELIANCE,,,,
2020-01-01 09:40:59,1509.7,1509.7,1506.05,1507.2,88583,RELIANCE-EQ,RELIANCE,,,,
2020-01-01 09:41:59,1509.7,1509.7,1506.05,1507.2,88583,RELIANCE-EQ,RELIANCE,,,,
2020-01-01 09:42:59,1509.7,1509.7,1506.05,1507.2,88583,RELIANCE-EQ,RELIANCE,,,,
2020-01-01 09:43:59,1509.7,1509.7,1506.05,1507.2,88583,RELIANCE-EQ,RELIANCE,,,,
2020-01-01 09:44:59,1509.7,1509.7,1506.05,1507.2,88583,RELIANCE-EQ,RELIANCE,,,,
2020-01-01 09:45:59,1507.2,1507.7,1506.65,1507.3,78284,RELIANCE-EQ,RELIANCE,,,,
2020-01-01 09:46:59,1507.2,1507.7,1506.65,1507.3,78284,RELIANCE-EQ,RELIANCE,,,,
2020-01-01 09:47:59,1507.2,1507.7,1506.65,1507.3,78284,RELIANCE-EQ,RELIANCE,,,,
2020-01-01 09:48:59,1507.2,1507.7,1506.65,1507.3,78284,RELIANCE-EQ,RELIANCE,,,,
2020-01-01 09:49:59,1507.2,1507.7,1506.65,1507.3,78284,RELIANCE-EQ,RELIANCE,,,,
2020-01-01 09:50:59,1507.3,1510.7,1507.0,1509.75,62267,RELIANCE-EQ,RELIANCE,,,,
2020-01-01 09:51:59,1507.3,1510.7,1507.0,1509.75,62267,RELIANCE-EQ,RELIANCE,,,,
2020-01-01 09:52:59,1507.3,1510.7,1507.0,1509.75,62267,RELIANCE-EQ,RELIANCE,,,,
2020-01-01 09:53:59,1507.3,1510.7,1507.0,1509.75,62267,RELIANCE-EQ,RELIANCE,,,,
2020-01-01 09:54:59,1507.3,1510.7,1507.0,1509.75,62267,RELIANCE-EQ,RELIANCE,,,,
2020-01-01 09:55:59,1509.5,1510.25,1508.7,1508.7,48096,RELIANCE-EQ,RELIANCE,,,,
2020-01-01 09:56:59,1509.5,1510.25,1508.7,1508.7,48096,RELIANCE-EQ,RELIANCE,,,,
2020-01-01 09:57:59,1509.5,1510.25,1508.7,1508.7,48096,RELIANCE-EQ,RELIANCE,,,,
2020-01-01 09:58:59,1509.5,1510.25,1508.7,1508.7,48096,RELIANCE-EQ,RELIANCE,,,,
2020-01-01 09:59:59,1509.5,1510.25,1508.7,1508.7,48096,RELIANCE-EQ,RELIANCE,,,,
2020-01-01 10:00:59,1508.7,1509.45,1507.2,1507.2,44610,RELIANCE-EQ,RELIANCE,,,,
2020-01-01 10:01:59,1508.7,1509.45,1507.2,1507.2,44610,RELIANCE-EQ,RELIANCE,,,,
2020-01-01 10:02:59,1508.7,1509.45,1507.2,1507.2,44610,RELIANCE-EQ,RELIANCE,,,,
2020-01-01 10:03:59,1508.7,1509.45,1507.2,1507.2,44610,RELIANCE-EQ,RELIANCE,,,,
2020-01-01 10:04:59,1508.7,1509.45,1507.2,1507.2,44610,RELIANCE-EQ,RELIANCE,,,,
